id,title,description,category,price,rating
614,Plush Teddy Bear Large,Soft hypoallergenic stuffed animal gift for toddlers and collectors. Free shipping eligible.,Toys & Games,34.89,3.8
615,Hardcover Notebook A5 Ruled Pro - White,200-page journal with thick paper suitable for fountain pens and bullet journaling. Limited time offer.,Books & Stationery,19.94,4.3
616,Hydrating Moisturizer SPF 30 Pro,Daily facial lotion with broad spectrum sun protection and hyaluronic acid.,Beauty & Personal Care,57.45,4.0
617,Cycling Helmet Adult Deluxe - Black,Ventilated road bike helmet with adjustable fit system and MIPS protection.,Sports & Outdoors,356.69,3.8
618,Blue Light Blocking Glasses Classic - Black,Computer glasses reducing eye strain during long screen sessions. Eco-friendly packaging.,Health & Wellness,30.67,3.5
619,Yoga Mat Non-Slip 6mm Plus,"Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts.",Sports & Outdoors,63.71,3.1
620,Glass Food Storage Containers Essential - Red,"BPA-free meal prep containers with snap-lock lids, microwave safe. Limited time offer.",Home & Kitchen,58.37,4.9
621,Wireless Bluetooth Headphones Ultra - Red,"Premium over-ear headphones with active noise cancellation, 30-hour battery life, and deep bass for music lovers.",Electronics,681.78,4.8
622,Bamboo Cutting Board Set Lite,Eco-friendly boards in three sizes with juice grooves for meal prep. Highly rated by customers.,Home & Kitchen,192.13,4.6
623,Resistance Bands Set Pro,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,36.74,4.5
624,Card Game Party Pack Ultra - White,Fast-paced multiplayer card game suitable for ages 10 and up.,Toys & Games,32.35,3.9
625,Men's Winter Puffer Jacket Pro - Red,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Free shipping eligible.",Clothing,148.72,4.5
626,Blue Light Blocking Glasses,Computer glasses reducing eye strain during long screen sessions. Highly rated by customers.,Health & Wellness,43.85,3.6
627,Cycling Helmet Adult Deluxe - Navy,Ventilated road bike helmet with adjustable fit system and MIPS protection. Limited time offer.,Sports & Outdoors,208.98,4.2
628,Vitamin C Face Serum Classic,Brightening antioxidant serum to reduce dark spots and improve skin radiance.,Beauty & Personal Care,40.2,3.8
629,Electric Kettle 1.7L Plus - Gray,Fast-boil stainless kettle with auto shut-off for tea and instant meals.,Home & Kitchen,60.39,4.5
630,Waterproof Rain Jacket Unisex Plus,"Lightweight packable rain shell with hood, ideal for travel and commuting.",Clothing,57.79,5.0
631,Running Shorts Quick Dry Essential - Black,Lightweight athletic shorts with moisture-wicking fabric and inner liner.,Clothing,217.28,3.7
632,Children's Illustrated Storybook Deluxe,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,19.99,3.9
633,Sleeping Bag 3-Season,Compact mummy bag rated to 20°F for backpacking and car camping. Highly rated by customers.,Sports & Outdoors,183.55,4.2
634,Women's Fleece Lined Leggings Lite - Navy,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,231.64,3.3
635,Sleeping Bag 3-Season Deluxe - Black,Compact mummy bag rated to 20°F for backpacking and car camping.,Sports & Outdoors,168.38,3.4
636,Hardcover Notebook A5 Ruled Classic - Gray,200-page journal with thick paper suitable for fountain pens and bullet journaling.,Books & Stationery,23.59,5.0
637,Children's Illustrated Storybook Pro - Black,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,24.01,4.4
638,Noise Cancelling Earbuds Lite,True wireless earbuds with transparency mode and sweat resistance for workouts. Limited time offer.,Electronics,505.09,3.9
639,Men's Winter Puffer Jacket Deluxe,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking.",Clothing,93.94,4.2
640,Tablet Stand Adjustable Lite - Navy,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Free shipping eligible.",Electronics,98.66,4.0
641,Electric Toothbrush Rechargeable Pro,Sonic brush with multiple modes and two-minute timer for dental health.,Beauty & Personal Care,66.57,4.2
642,Programmable Coffee Maker Ultra - Navy,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,89.01,4.0
643,Exfoliating Face Scrub Ultra,Gentle walnut scrub to remove dead skin cells and unclog pores.,Beauty & Personal Care,69.2,4.1
644,Robot Vacuum Cleaner Deluxe,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Free shipping eligible.",Home & Kitchen,291.67,4.5
645,Posture Corrector Back Brace Lite - Navy,Adjustable shoulder support to improve desk posture and reduce slouching.,Health & Wellness,123.71,4.5
646,Foam Roller Muscle Recovery Classic,High-density roller for myofascial release after workouts and physical therapy.,Health & Wellness,21.83,4.9
647,Thermal Base Layer Top Ultra,"Moisture-wicking base layer for skiing, snowboarding, and winter sports. Eco-friendly packaging.",Clothing,105.02,4.4
648,Yoga Mat Non-Slip 6mm - Red,"Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts.",Sports & Outdoors,239.43,4.2
649,Outdoor Bubble Machine Classic,Battery-powered bubble blower for birthday parties and backyard fun.,Toys & Games,12.66,5.0
650,Hydrating Moisturizer SPF 30 Ultra,Daily facial lotion with broad spectrum sun protection and hyaluronic acid.,Beauty & Personal Care,53.58,4.1
651,Massage Gun Percussion Lite,Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Limited time offer.,Health & Wellness,151.03,3.1
652,Noise Cancelling Earbuds Classic - Gray,True wireless earbuds with transparency mode and sweat resistance for workouts. Highly rated by customers.,Electronics,453.83,4.6
653,Cotton Crew Neck T-Shirt Pack Lite - White,"Breathable everyday tees in assorted colors, machine washable and durable.",Clothing,13.3,4.3
654,Noise Cancelling Earbuds Lite - Navy,True wireless earbuds with transparency mode and sweat resistance for workouts.,Electronics,307.35,4.2
655,Memory Foam Pillow Queen Plus,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,141.48,4.6
656,Coconut Body Lotion - White,Rich moisturizing lotion with natural coconut extract for soft smooth skin. Eco-friendly packaging.,Beauty & Personal Care,29.9,4.0
657,Sun Protection UV Shirt Lite - Navy,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.",Clothing,195.65,3.1
658,Memory Foam Pillow Queen Classic,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,195.58,4.6
659,Herbal Sleep Tea Blend Lite,Caffeine-free chamomile and valerian tea for relaxing bedtime routine.,Health & Wellness,192.19,3.9
660,Electric Toothbrush Rechargeable Lite - White,Sonic brush with multiple modes and two-minute timer for dental health. Limited time offer.,Beauty & Personal Care,23.2,3.7
661,Noise Cancelling Earbuds,True wireless earbuds with transparency mode and sweat resistance for workouts. Highly rated by customers.,Electronics,791.28,3.2
662,Wool Blend Sweater Essential - White,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter. Best seller in category.",Clothing,204.2,4.6
663,Blue Light Blocking Glasses Pro,Computer glasses reducing eye strain during long screen sessions.,Health & Wellness,117.54,3.0
664,Stainless Steel Cookware Set 10-Piece Ultra - Navy,Non-stick pots and pans with even heat distribution for everyday cooking. Highly rated by customers.,Home & Kitchen,218.99,4.8
665,Digital Body Weight Scale Essential,"Bluetooth smart scale tracking weight, BMI, and body composition trends.",Health & Wellness,81.19,4.0
666,Memory Foam Pillow Queen Ultra,Ergonomic cervical support pillow for better sleep and neck alignment. Highly rated by customers.,Home & Kitchen,57.19,4.6
667,Memory Foam Pillow Queen - Gray,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,295.28,4.4
668,Essential Oil Diffuser Ultrasonic,Aromatherapy humidifier with LED mood lighting and timer settings.,Health & Wellness,68.81,5.0
669,Posture Corrector Back Brace Lite,Adjustable shoulder support to improve desk posture and reduce slouching. Highly rated by customers.,Health & Wellness,16.48,4.4
670,Electric Toothbrush Rechargeable Pro,Sonic brush with multiple modes and two-minute timer for dental health. Highly rated by customers.,Beauty & Personal Care,45.56,4.8
671,Women's Fleece Lined Leggings Essential,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,50.72,3.9
672,Yoga Mat Non-Slip 6mm Pro,"Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts. Free shipping eligible.",Sports & Outdoors,162.78,3.4
673,Smart Home Security Camera Ultra,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.",Electronics,50.44,4.7
674,Programmable Coffee Maker Ultra,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,190.87,3.4
675,Outdoor Bubble Machine Ultra,Battery-powered bubble blower for birthday parties and backyard fun.,Toys & Games,19.63,4.6
676,Yoga Block and Strap Set Lite,Cork blocks and cotton strap to improve flexibility and alignment in poses.,Health & Wellness,76.35,3.7
677,Portable Power Bank 20000mAh Deluxe,High-capacity external battery with dual USB ports and fast charge support for phones and tablets.,Electronics,852.43,4.3
678,Waterproof Rain Jacket Unisex Pro,"Lightweight packable rain shell with hood, ideal for travel and commuting. Highly rated by customers.",Clothing,203.73,5.0
679,HDMI Cable 6ft 4K Pro,High-speed HDMI 2.0 cable supporting 4K at 60Hz for monitors and projectors. Best seller in category.,Electronics,86.37,4.5
680,Mechanical Gaming Keyboard RGB Ultra - Black,"Tactile switches, per-key RGB lighting, and programmable macros for competitive gaming. Best seller in category.",Electronics,785.33,4.1
681,Stainless Steel Cookware Set 10-Piece,Non-stick pots and pans with even heat distribution for everyday cooking.,Home & Kitchen,160.01,4.4
682,Ceramic Nonstick Frying Pan Ultra - Red,Induction-compatible skillet with PFOA-free coating for healthy cooking. Eco-friendly packaging.,Home & Kitchen,29.88,3.9
683,Hiking Backpack 40L Deluxe,Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes.,Sports & Outdoors,396.55,5.0
684,Productivity Planner 2026 Classic,"Undated daily planner with goal tracking, habit pages, and monthly reviews.",Books & Stationery,7.58,3.8
685,Colored Pencil Art Set 48 Colors Pro,Professional grade pencils with blending tools for drawing and sketching. Eco-friendly packaging.,Books & Stationery,17.77,4.1
686,Family Board Game Strategy Lite,"Award-winning tabletop game for 2-4 players, 45-minute play time.",Toys & Games,13.11,4.5
687,Cycling Helmet Adult Pro,Ventilated road bike helmet with adjustable fit system and MIPS protection.,Sports & Outdoors,337.4,4.4
688,Productivity Planner 2026 Classic,"Undated daily planner with goal tracking, habit pages, and monthly reviews. Free shipping eligible.",Books & Stationery,38.55,4.4
689,Outdoor Bubble Machine Ultra,Battery-powered bubble blower for birthday parties and backyard fun. Limited time offer.,Toys & Games,46.91,3.9
690,Robot Vacuum Cleaner Classic,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,205.83,4.1
691,Hiking Backpack 40L Lite - Gray,Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes.,Sports & Outdoors,188.66,4.7
692,Cotton Crew Neck T-Shirt Pack Pro - Gray,"Breathable everyday tees in assorted colors, machine washable and durable.",Clothing,241.59,4.6
693,Blue Light Blocking Glasses Lite - Navy,Computer glasses reducing eye strain during long screen sessions. Best seller in category.,Health & Wellness,47.41,4.4
694,Art and Craft Supply Box Classic - Black,"Glitter, glue, scissors, and paper assortment for creative kids projects.",Toys & Games,76.54,4.9
695,Men's Winter Puffer Jacket Ultra - Red,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking.",Clothing,217.55,4.7
696,Yoga Block and Strap Set Plus,Cork blocks and cotton strap to improve flexibility and alignment in poses. Highly rated by customers.,Health & Wellness,167.21,4.6
697,Programmable Coffee Maker Lite - Black,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,296.75,3.4
698,Men's Winter Puffer Jacket Ultra,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Highly rated by customers.",Clothing,42.08,4.4
699,Massage Gun Percussion Deluxe,Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Free shipping eligible.,Health & Wellness,114.04,4.3
700,Women's Fleece Lined Leggings Ultra - Gray,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,225.04,4.9
701,Resistance Bands Set Classic,Five latex bands with handles and door anchor for full-body home workouts. Eco-friendly packaging.,Sports & Outdoors,287.13,2.8
702,Blue Light Blocking Glasses Ultra,Computer glasses reducing eye strain during long screen sessions.,Health & Wellness,97.35,4.1
703,Essential Oil Diffuser Ultrasonic Pro - Gray,Aromatherapy humidifier with LED mood lighting and timer settings. Limited time offer.,Health & Wellness,79.62,4.2
704,Art and Craft Supply Box Essential - White,"Glitter, glue, scissors, and paper assortment for creative kids projects.",Toys & Games,16.19,3.7
705,Remote Control Car Off-Road Classic,Rechargeable RC truck with shock absorbers for indoor and outdoor play.,Toys & Games,63.81,3.7
706,Sun Protection UV Shirt Ultra,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Limited time offer.",Clothing,232.57,4.9
707,Camping Tent 4-Person - White,"Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Free shipping eligible.",Sports & Outdoors,33.33,4.4
708,Argan Oil Hair Treatment Deluxe,Nourishing leave-in oil to repair dry damaged hair and reduce frizz. Free shipping eligible.,Beauty & Personal Care,24.67,5.0
709,Glass Food Storage Containers Plus,"BPA-free meal prep containers with snap-lock lids, microwave safe. Limited time offer.",Home & Kitchen,90.39,4.1
710,Insulated Water Bottle 32oz Ultra,"Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours.",Sports & Outdoors,374.81,3.5
711,Air Fryer 5 Quart Ultra - Gray,"Digital air fryer for crispy meals with less oil, includes recipe booklet. Free shipping eligible.",Home & Kitchen,96.24,4.0
712,Educational Science Experiment Kit Plus,Safe chemistry and physics experiments with illustrated guide for young scientists. Best seller in category.,Toys & Games,20.6,4.0
713,Thermal Base Layer Top,"Moisture-wicking base layer for skiing, snowboarding, and winter sports. Highly rated by customers.",Clothing,58.24,4.5
714,Noise Cancelling Earbuds Lite,True wireless earbuds with transparency mode and sweat resistance for workouts.,Electronics,821.6,4.5
715,Makeup Brush Set 12-Piece Lite,"Synthetic bristle brushes for foundation, blush, and eye makeup application. Eco-friendly packaging.",Beauty & Personal Care,58.71,4.5
716,Productivity Planner 2026 Pro - Black,"Undated daily planner with goal tracking, habit pages, and monthly reviews.",Books & Stationery,37.22,5.0
717,Massage Gun Percussion Classic,Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Eco-friendly packaging.,Health & Wellness,173.59,4.8
718,Foam Roller Muscle Recovery Essential,High-density roller for myofascial release after workouts and physical therapy. Limited time offer.,Health & Wellness,77.06,3.8
719,Women's Fleece Lined Leggings Deluxe,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,65.55,4.7
720,Yoga Block and Strap Set Lite - Red,Cork blocks and cotton strap to improve flexibility and alignment in poses.,Health & Wellness,188.84,4.2
721,Bamboo Cutting Board Set Deluxe - Gray,Eco-friendly boards in three sizes with juice grooves for meal prep.,Home & Kitchen,273.13,4.1
722,4K Smart LED TV 55 inch Classic - Red,"Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment.",Electronics,176.6,4.9
723,4K Smart LED TV 55 inch Lite,"Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment. Limited time offer.",Electronics,592.42,3.7
724,Resistance Bands Set Ultra - White,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,184.77,4.7
725,Air Fryer 5 Quart Classic,"Digital air fryer for crispy meals with less oil, includes recipe booklet.",Home & Kitchen,256.95,4.6
726,Fitness Tracker Watch Ultra,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.",Health & Wellness,187.16,3.7
727,Beard Grooming Kit Deluxe,"Trimming oil, balm, and comb set for beard care and styling.",Beauty & Personal Care,16.69,3.4
728,Tablet Stand Adjustable Essential - Red,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.",Electronics,474.28,4.2
729,Resistance Bands Set Deluxe - Red,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,185.5,2.7
730,Merino Wool Hiking Socks Lite - Gray,Cushioned wool socks that regulate temperature on long trail hikes.,Clothing,127.25,4.8
731,Vitamin C Face Serum Plus - Red,Brightening antioxidant serum to reduce dark spots and improve skin radiance.,Beauty & Personal Care,42.16,4.4
732,Cycling Helmet Adult Deluxe - Navy,Ventilated road bike helmet with adjustable fit system and MIPS protection.,Sports & Outdoors,244.73,4.9
733,Portable Power Bank 20000mAh Lite,High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Eco-friendly packaging.,Electronics,578.65,4.3
734,Building Blocks STEM Kit 500pc Essential - Black,Creative construction set encouraging engineering skills for kids ages 6+. Eco-friendly packaging.,Toys & Games,77.72,5.0
735,Robot Vacuum Cleaner Deluxe,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,314.83,3.9
736,Hiking Backpack 40L Plus - White,Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes. Highly rated by customers.,Sports & Outdoors,42.87,4.5
737,Coconut Body Lotion Lite - White,Rich moisturizing lotion with natural coconut extract for soft smooth skin.,Beauty & Personal Care,60.5,4.0
738,Electric Toothbrush Rechargeable Essential,Sonic brush with multiple modes and two-minute timer for dental health.,Beauty & Personal Care,42.68,4.1
739,Running Shorts Quick Dry Classic,Lightweight athletic shorts with moisture-wicking fabric and inner liner. Eco-friendly packaging.,Clothing,214.93,4.2
740,Fitness Tracker Watch Pro,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.",Health & Wellness,77.01,4.4
741,Running Shorts Quick Dry Ultra - Navy,Lightweight athletic shorts with moisture-wicking fabric and inner liner.,Clothing,171.23,3.8
742,Merino Wool Hiking Socks Plus - White,Cushioned wool socks that regulate temperature on long trail hikes.,Clothing,99.91,4.4
743,Essential Oil Diffuser Ultrasonic Classic,Aromatherapy humidifier with LED mood lighting and timer settings. Highly rated by customers.,Health & Wellness,163.87,4.2
744,Men's Winter Puffer Jacket Classic,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Limited time offer.",Clothing,186.57,3.5
745,Noise Cancelling Earbuds,True wireless earbuds with transparency mode and sweat resistance for workouts.,Electronics,205.5,3.3
746,Programmable Coffee Maker Plus,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Free shipping eligible.",Home & Kitchen,61.41,4.8
747,Denim Jacket Classic Fit Ultra - Navy,"Timeless denim outerwear with button closure, versatile casual layer.",Clothing,160.56,3.1
748,Family Board Game Strategy Ultra,"Award-winning tabletop game for 2-4 players, 45-minute play time.",Toys & Games,71.73,4.1
749,Beard Grooming Kit - Gray,"Trimming oil, balm, and comb set for beard care and styling.",Beauty & Personal Care,16.97,3.5
750,Wireless Bluetooth Headphones Lite,"Premium over-ear headphones with active noise cancellation, 30-hour battery life, and deep bass for music lovers. Limited time offer.",Electronics,151.51,5.0
751,Denim Jacket Classic Fit Pro,"Timeless denim outerwear with button closure, versatile casual layer.",Clothing,81.05,4.5
752,Programmable Coffee Maker Pro - White,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Best seller in category.",Home & Kitchen,310.22,4.4
753,Card Game Party Pack Essential,Fast-paced multiplayer card game suitable for ages 10 and up. Highly rated by customers.,Toys & Games,58.86,3.8
754,Argan Oil Hair Treatment Classic,Nourishing leave-in oil to repair dry damaged hair and reduce frizz.,Beauty & Personal Care,36.97,3.5
755,Hardcover Notebook A5 Ruled,200-page journal with thick paper suitable for fountain pens and bullet journaling. Highly rated by customers.,Books & Stationery,11.75,4.3
756,Air Fryer 5 Quart - Black,"Digital air fryer for crispy meals with less oil, includes recipe booklet.",Home & Kitchen,120.06,4.2
757,Portable Power Bank 20000mAh Ultra - White,High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Eco-friendly packaging.,Electronics,501.41,3.7
758,Smart Home Security Camera - Red,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app. Free shipping eligible.",Electronics,76.82,3.6
759,Wool Blend Sweater Ultra,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.",Clothing,197.38,3.6
760,Adjustable Dumbbell Set Classic - Black,Space-saving adjustable weights from 5 to 52.5 lbs for home strength training. Free shipping eligible.,Sports & Outdoors,328.91,3.6
761,Sleeping Bag 3-Season Ultra - Red,Compact mummy bag rated to 20°F for backpacking and car camping.,Sports & Outdoors,330.99,3.9
762,Fitness Tracker Watch Plus,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Eco-friendly packaging.",Health & Wellness,79.47,4.4
763,Fitness Tracker Watch Pro,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Best seller in category.",Health & Wellness,99.42,4.4
764,Electric Kettle 1.7L Lite - Gray,Fast-boil stainless kettle with auto shut-off for tea and instant meals. Limited time offer.,Home & Kitchen,97.75,4.2
765,Beginner Python Programming Guide Deluxe,"Hands-on coding book covering fundamentals, data structures, and projects.",Books & Stationery,18.24,4.3
766,Bamboo Cutting Board Set Classic,Eco-friendly boards in three sizes with juice grooves for meal prep.,Home & Kitchen,61.32,4.5
767,Women's Fleece Lined Leggings Pro - Red,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,83.8,3.2
768,Women's Fleece Lined Leggings Pro,Thermal leggings with soft fleece interior for cozy winter layering and yoga. Highly rated by customers.,Clothing,67.93,4.3
769,Desk Organizer Bamboo Deluxe,"Multi-compartment tray for pens, phones, and office supplies.",Books & Stationery,42.27,4.9
770,Memory Foam Pillow Queen - White,Ergonomic cervical support pillow for better sleep and neck alignment. Limited time offer.,Home & Kitchen,230.83,3.2
771,Colored Pencil Art Set 48 Colors Pro,Professional grade pencils with blending tools for drawing and sketching. Free shipping eligible.,Books & Stationery,44.95,2.8
772,4K Smart LED TV 55 inch Plus - Black,"Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment.",Electronics,801.57,4.1
773,Classic Novel Collection Box Set Deluxe,Timeless literature anthology with embossed hardcover bindings.,Books & Stationery,36.87,4.7
774,Argan Oil Hair Treatment Plus,Nourishing leave-in oil to repair dry damaged hair and reduce frizz.,Beauty & Personal Care,14.57,4.1
775,Desk Organizer Bamboo Deluxe - Red,"Multi-compartment tray for pens, phones, and office supplies. Best seller in category.",Books & Stationery,24.61,4.5
776,Programmable Coffee Maker Pro,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Highly rated by customers.",Home & Kitchen,152.84,4.4
777,Waterproof Rain Jacket Unisex Ultra - Navy,"Lightweight packable rain shell with hood, ideal for travel and commuting. Best seller in category.",Clothing,142.86,3.6
778,Robot Vacuum Cleaner Ultra - Gray,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,53.97,3.7
779,Denim Jacket Classic Fit Classic,"Timeless denim outerwear with button closure, versatile casual layer. Best seller in category.",Clothing,199.94,3.4
780,Wireless Mouse Ergonomic Pro,Silent click wireless mouse with adjustable DPI and long-range Bluetooth connectivity.,Electronics,894.42,5.0
781,Wooden Chess Set Foldable Lite - Red,"Handcrafted chess board with storage for pieces, travel friendly. Eco-friendly packaging.",Toys & Games,71.4,4.6
782,Card Game Party Pack Pro,Fast-paced multiplayer card game suitable for ages 10 and up. Best seller in category.,Toys & Games,37.71,4.1
783,Retinol Night Cream Ultra,Anti-aging night moisturizer to smooth fine lines and even skin tone. Eco-friendly packaging.,Beauty & Personal Care,57.11,4.1
784,Smart Home Security Camera - Black,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.",Electronics,319.66,3.8
785,Building Blocks STEM Kit 500pc Classic,Creative construction set encouraging engineering skills for kids ages 6+. Limited time offer.,Toys & Games,30.44,4.4
786,Camping Tent 4-Person Essential,"Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips.",Sports & Outdoors,93.98,3.8
787,Foam Roller Muscle Recovery Ultra,High-density roller for myofascial release after workouts and physical therapy.,Health & Wellness,189.52,4.0
788,Desk Organizer Bamboo Classic - Navy,"Multi-compartment tray for pens, phones, and office supplies.",Books & Stationery,38.53,3.9
789,Jigsaw Puzzle 1000 Pieces Landscape Classic,Challenging adult puzzle featuring scenic mountain lake photography. Free shipping eligible.,Toys & Games,23.24,4.6
790,Waterproof Rain Jacket Unisex Ultra,"Lightweight packable rain shell with hood, ideal for travel and commuting.",Clothing,204.44,4.1
791,Wireless Bluetooth Headphones Pro - Gray,"Premium over-ear headphones with active noise cancellation, 30-hour battery life, and deep bass for music lovers. Eco-friendly packaging.",Electronics,822.34,4.3
792,Digital Body Weight Scale Lite - Navy,"Bluetooth smart scale tracking weight, BMI, and body composition trends. Limited time offer.",Health & Wellness,138.73,3.6
793,Smart Home Security Camera Lite - White,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.",Electronics,222.97,3.9
794,Fitness Tracker Watch Classic - White,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Free shipping eligible.",Health & Wellness,192.37,4.3
795,Cotton Crew Neck T-Shirt Pack Lite,"Breathable everyday tees in assorted colors, machine washable and durable.",Clothing,113.9,3.4
796,Cycling Helmet Adult Essential,Ventilated road bike helmet with adjustable fit system and MIPS protection. Best seller in category.,Sports & Outdoors,115.9,4.1
797,Thermal Base Layer Top Ultra,"Moisture-wicking base layer for skiing, snowboarding, and winter sports. Highly rated by customers.",Clothing,194.93,4.2
798,Running Shorts Quick Dry Ultra,Lightweight athletic shorts with moisture-wicking fabric and inner liner. Highly rated by customers.,Clothing,209.92,3.6
799,Argan Oil Hair Treatment Pro,Nourishing leave-in oil to repair dry damaged hair and reduce frizz. Eco-friendly packaging.,Beauty & Personal Care,8.35,4.7
800,Running Shorts Quick Dry Classic,Lightweight athletic shorts with moisture-wicking fabric and inner liner.,Clothing,247.6,4.4
