id,title,description,category,price,rating,search_text
625,Men's Winter Puffer Jacket Pro - Red,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Free shipping eligible.",Clothing,148.72,4.5,"Men's Winter Puffer Jacket Pro - Red. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Free shipping eligible.. Category: Clothing"
626,Blue Light Blocking Glasses,Computer glasses reducing eye strain during long screen sessions. Highly rated by customers.,Health & Wellness,43.85,3.6,Blue Light Blocking Glasses. Computer glasses reducing eye strain during long screen sessions. Highly rated by customers.. Category: Health & Wellness
627,Cycling Helmet Adult Deluxe - Navy,Ventilated road bike helmet with adjustable fit system and MIPS protection. Limited time offer.,Sports & Outdoors,208.98,4.2,Cycling Helmet Adult Deluxe - Navy. Ventilated road bike helmet with adjustable fit system and MIPS protection. Limited time offer.. Category: Sports & Outdoors
628,Vitamin C Face Serum Classic,Brightening antioxidant serum to reduce dark spots and improve skin radiance.,Beauty & Personal Care,40.2,3.8,Vitamin C Face Serum Classic. Brightening antioxidant serum to reduce dark spots and improve skin radiance.. Category: Beauty & Personal Care
629,Electric Kettle 1.7L Plus - Gray,Fast-boil stainless kettle with auto shut-off for tea and instant meals.,Home & Kitchen,60.39,4.5,Electric Kettle 1.7L Plus - Gray. Fast-boil stainless kettle with auto shut-off for tea and instant meals.. Category: Home & Kitchen
630,Waterproof Rain Jacket Unisex Plus,"Lightweight packable rain shell with hood, ideal for travel and commuting.",Clothing,57.79,5.0,"Waterproof Rain Jacket Unisex Plus. Lightweight packable rain shell with hood, ideal for travel and commuting.. Category: Clothing"
631,Running Shorts Quick Dry Essential - Black,Lightweight athletic shorts with moisture-wicking fabric and inner liner.,Clothing,217.28,3.7,Running Shorts Quick Dry Essential - Black. Lightweight athletic shorts with moisture-wicking fabric and inner liner.. Category: Clothing
632,Children's Illustrated Storybook Deluxe,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,19.99,3.9,Children's Illustrated Storybook Deluxe. Colorful picture book with moral tales for bedtime reading ages 4-8.. Category: Books & Stationery
633,Sleeping Bag 3-Season,Compact mummy bag rated to 20°F for backpacking and car camping. Highly rated by customers.,Sports & Outdoors,183.55,4.2,Sleeping Bag 3-Season. Compact mummy bag rated to 20°F for backpacking and car camping. Highly rated by customers.. Category: Sports & Outdoors
634,Women's Fleece Lined Leggings Lite - Navy,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,231.64,3.3,Women's Fleece Lined Leggings Lite - Navy. Thermal leggings with soft fleece interior for cozy winter layering and yoga.. Category: Clothing
635,Sleeping Bag 3-Season Deluxe - Black,Compact mummy bag rated to 20°F for backpacking and car camping.,Sports & Outdoors,168.38,3.4,Sleeping Bag 3-Season Deluxe - Black. Compact mummy bag rated to 20°F for backpacking and car camping.. Category: Sports & Outdoors
636,Hardcover Notebook A5 Ruled Classic - Gray,200-page journal with thick paper suitable for fountain pens and bullet journaling.,Books & Stationery,23.59,5.0,Hardcover Notebook A5 Ruled Classic - Gray. 200-page journal with thick paper suitable for fountain pens and bullet journaling.. Category: Books & Stationery
637,Children's Illustrated Storybook Pro - Black,Colorful picture book with moral tales for bedtime reading ages 4-8.,Books & Stationery,24.01,4.4,Children's Illustrated Storybook Pro - Black. Colorful picture book with moral tales for bedtime reading ages 4-8.. Category: Books & Stationery
638,Noise Cancelling Earbuds Lite,True wireless earbuds with transparency mode and sweat resistance for workouts. Limited time offer.,Electronics,505.09,3.9,Noise Cancelling Earbuds Lite. True wireless earbuds with transparency mode and sweat resistance for workouts. Limited time offer.. Category: Electronics
639,Men's Winter Puffer Jacket Deluxe,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking.",Clothing,93.94,4.2,"Men's Winter Puffer Jacket Deluxe. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking.. Category: Clothing"
640,Tablet Stand Adjustable Lite - Navy,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Free shipping eligible.",Electronics,98.66,4.0,"Tablet Stand Adjustable Lite - Navy. Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use. Free shipping eligible.. Category: Electronics"
641,Electric Toothbrush Rechargeable Pro,Sonic brush with multiple modes and two-minute timer for dental health.,Beauty & Personal Care,66.57,4.2,Electric Toothbrush Rechargeable Pro. Sonic brush with multiple modes and two-minute timer for dental health.. Category: Beauty & Personal Care
642,Programmable Coffee Maker Ultra - Navy,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,89.01,4.0,"Programmable Coffee Maker Ultra - Navy. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off.. Category: Home & Kitchen"
643,Exfoliating Face Scrub Ultra,Gentle walnut scrub to remove dead skin cells and unclog pores.,Beauty & Personal Care,69.2,4.1,Exfoliating Face Scrub Ultra. Gentle walnut scrub to remove dead skin cells and unclog pores.. Category: Beauty & Personal Care
644,Robot Vacuum Cleaner Deluxe,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Free shipping eligible.",Home & Kitchen,291.67,4.5,"Robot Vacuum Cleaner Deluxe. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet. Free shipping eligible.. Category: Home & Kitchen"
645,Posture Corrector Back Brace Lite - Navy,Adjustable shoulder support to improve desk posture and reduce slouching.,Health & Wellness,123.71,4.5,Posture Corrector Back Brace Lite - Navy. Adjustable shoulder support to improve desk posture and reduce slouching.. Category: Health & Wellness
646,Foam Roller Muscle Recovery Classic,High-density roller for myofascial release after workouts and physical therapy.,Health & Wellness,21.83,4.9,Foam Roller Muscle Recovery Classic. High-density roller for myofascial release after workouts and physical therapy.. Category: Health & Wellness
647,Thermal Base Layer Top Ultra,"Moisture-wicking base layer for skiing, snowboarding, and winter sports. Eco-friendly packaging.",Clothing,105.02,4.4,"Thermal Base Layer Top Ultra. Moisture-wicking base layer for skiing, snowboarding, and winter sports. Eco-friendly packaging.. Category: Clothing"
648,Yoga Mat Non-Slip 6mm - Red,"Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts.",Sports & Outdoors,239.43,4.2,"Yoga Mat Non-Slip 6mm - Red. Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts.. Category: Sports & Outdoors"
649,Outdoor Bubble Machine Classic,Battery-powered bubble blower for birthday parties and backyard fun.,Toys & Games,12.66,5.0,Outdoor Bubble Machine Classic. Battery-powered bubble blower for birthday parties and backyard fun.. Category: Toys & Games
650,Hydrating Moisturizer SPF 30 Ultra,Daily facial lotion with broad spectrum sun protection and hyaluronic acid.,Beauty & Personal Care,53.58,4.1,Hydrating Moisturizer SPF 30 Ultra. Daily facial lotion with broad spectrum sun protection and hyaluronic acid.. Category: Beauty & Personal Care
651,Massage Gun Percussion Lite,Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Limited time offer.,Health & Wellness,151.03,3.1,Massage Gun Percussion Lite. Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Limited time offer.. Category: Health & Wellness
652,Noise Cancelling Earbuds Classic - Gray,True wireless earbuds with transparency mode and sweat resistance for workouts. Highly rated by customers.,Electronics,453.83,4.6,Noise Cancelling Earbuds Classic - Gray. True wireless earbuds with transparency mode and sweat resistance for workouts. Highly rated by customers.. Category: Electronics
653,Cotton Crew Neck T-Shirt Pack Lite - White,"Breathable everyday tees in assorted colors, machine washable and durable.",Clothing,13.3,4.3,"Cotton Crew Neck T-Shirt Pack Lite - White. Breathable everyday tees in assorted colors, machine washable and durable.. Category: Clothing"
654,Noise Cancelling Earbuds Lite - Navy,True wireless earbuds with transparency mode and sweat resistance for workouts.,Electronics,307.35,4.2,Noise Cancelling Earbuds Lite - Navy. True wireless earbuds with transparency mode and sweat resistance for workouts.. Category: Electronics
655,Memory Foam Pillow Queen Plus,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,141.48,4.6,Memory Foam Pillow Queen Plus. Ergonomic cervical support pillow for better sleep and neck alignment.. Category: Home & Kitchen
656,Coconut Body Lotion - White,Rich moisturizing lotion with natural coconut extract for soft smooth skin. Eco-friendly packaging.,Beauty & Personal Care,29.9,4.0,Coconut Body Lotion - White. Rich moisturizing lotion with natural coconut extract for soft smooth skin. Eco-friendly packaging.. Category: Beauty & Personal Care
657,Sun Protection UV Shirt Lite - Navy,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.",Clothing,195.65,3.1,"Sun Protection UV Shirt Lite - Navy. Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities.. Category: Clothing"
658,Memory Foam Pillow Queen Classic,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,195.58,4.6,Memory Foam Pillow Queen Classic. Ergonomic cervical support pillow for better sleep and neck alignment.. Category: Home & Kitchen
659,Herbal Sleep Tea Blend Lite,Caffeine-free chamomile and valerian tea for relaxing bedtime routine.,Health & Wellness,192.19,3.9,Herbal Sleep Tea Blend Lite. Caffeine-free chamomile and valerian tea for relaxing bedtime routine.. Category: Health & Wellness
660,Electric Toothbrush Rechargeable Lite - White,Sonic brush with multiple modes and two-minute timer for dental health. Limited time offer.,Beauty & Personal Care,23.2,3.7,Electric Toothbrush Rechargeable Lite - White. Sonic brush with multiple modes and two-minute timer for dental health. Limited time offer.. Category: Beauty & Personal Care
661,Noise Cancelling Earbuds,True wireless earbuds with transparency mode and sweat resistance for workouts. Highly rated by customers.,Electronics,791.28,3.2,Noise Cancelling Earbuds. True wireless earbuds with transparency mode and sweat resistance for workouts. Highly rated by customers.. Category: Electronics
662,Wool Blend Sweater Essential - White,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter. Best seller in category.",Clothing,204.2,4.6,"Wool Blend Sweater Essential - White. Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter. Best seller in category.. Category: Clothing"
663,Blue Light Blocking Glasses Pro,Computer glasses reducing eye strain during long screen sessions.,Health & Wellness,117.54,3.0,Blue Light Blocking Glasses Pro. Computer glasses reducing eye strain during long screen sessions.. Category: Health & Wellness
664,Stainless Steel Cookware Set 10-Piece Ultra - Navy,Non-stick pots and pans with even heat distribution for everyday cooking. Highly rated by customers.,Home & Kitchen,218.99,4.8,Stainless Steel Cookware Set 10-Piece Ultra - Navy. Non-stick pots and pans with even heat distribution for everyday cooking. Highly rated by customers.. Category: Home & Kitchen
665,Digital Body Weight Scale Essential,"Bluetooth smart scale tracking weight, BMI, and body composition trends.",Health & Wellness,81.19,4.0,"Digital Body Weight Scale Essential. Bluetooth smart scale tracking weight, BMI, and body composition trends.. Category: Health & Wellness"
666,Memory Foam Pillow Queen Ultra,Ergonomic cervical support pillow for better sleep and neck alignment. Highly rated by customers.,Home & Kitchen,57.19,4.6,Memory Foam Pillow Queen Ultra. Ergonomic cervical support pillow for better sleep and neck alignment. Highly rated by customers.. Category: Home & Kitchen
667,Memory Foam Pillow Queen - Gray,Ergonomic cervical support pillow for better sleep and neck alignment.,Home & Kitchen,295.28,4.4,Memory Foam Pillow Queen - Gray. Ergonomic cervical support pillow for better sleep and neck alignment.. Category: Home & Kitchen
668,Essential Oil Diffuser Ultrasonic,Aromatherapy humidifier with LED mood lighting and timer settings.,Health & Wellness,68.81,5.0,Essential Oil Diffuser Ultrasonic. Aromatherapy humidifier with LED mood lighting and timer settings.. Category: Health & Wellness
669,Posture Corrector Back Brace Lite,Adjustable shoulder support to improve desk posture and reduce slouching. Highly rated by customers.,Health & Wellness,16.48,4.4,Posture Corrector Back Brace Lite. Adjustable shoulder support to improve desk posture and reduce slouching. Highly rated by customers.. Category: Health & Wellness
670,Electric Toothbrush Rechargeable Pro,Sonic brush with multiple modes and two-minute timer for dental health. Highly rated by customers.,Beauty & Personal Care,45.56,4.8,Electric Toothbrush Rechargeable Pro. Sonic brush with multiple modes and two-minute timer for dental health. Highly rated by customers.. Category: Beauty & Personal Care
671,Women's Fleece Lined Leggings Essential,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,50.72,3.9,Women's Fleece Lined Leggings Essential. Thermal leggings with soft fleece interior for cozy winter layering and yoga.. Category: Clothing
672,Yoga Mat Non-Slip 6mm Pro,"Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts. Free shipping eligible.",Sports & Outdoors,162.78,3.4,"Yoga Mat Non-Slip 6mm Pro. Extra thick exercise mat with carrying strap for yoga, pilates, and floor workouts. Free shipping eligible.. Category: Sports & Outdoors"
673,Smart Home Security Camera Ultra,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.",Electronics,50.44,4.7,"Smart Home Security Camera Ultra. 1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app.. Category: Electronics"
674,Programmable Coffee Maker Ultra,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,190.87,3.4,"Programmable Coffee Maker Ultra. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off.. Category: Home & Kitchen"
675,Outdoor Bubble Machine Ultra,Battery-powered bubble blower for birthday parties and backyard fun.,Toys & Games,19.63,4.6,Outdoor Bubble Machine Ultra. Battery-powered bubble blower for birthday parties and backyard fun.. Category: Toys & Games
676,Yoga Block and Strap Set Lite,Cork blocks and cotton strap to improve flexibility and alignment in poses.,Health & Wellness,76.35,3.7,Yoga Block and Strap Set Lite. Cork blocks and cotton strap to improve flexibility and alignment in poses.. Category: Health & Wellness
677,Portable Power Bank 20000mAh Deluxe,High-capacity external battery with dual USB ports and fast charge support for phones and tablets.,Electronics,852.43,4.3,Portable Power Bank 20000mAh Deluxe. High-capacity external battery with dual USB ports and fast charge support for phones and tablets.. Category: Electronics
678,Waterproof Rain Jacket Unisex Pro,"Lightweight packable rain shell with hood, ideal for travel and commuting. Highly rated by customers.",Clothing,203.73,5.0,"Waterproof Rain Jacket Unisex Pro. Lightweight packable rain shell with hood, ideal for travel and commuting. Highly rated by customers.. Category: Clothing"
679,HDMI Cable 6ft 4K Pro,High-speed HDMI 2.0 cable supporting 4K at 60Hz for monitors and projectors. Best seller in category.,Electronics,86.37,4.5,HDMI Cable 6ft 4K Pro. High-speed HDMI 2.0 cable supporting 4K at 60Hz for monitors and projectors. Best seller in category.. Category: Electronics
680,Mechanical Gaming Keyboard RGB Ultra - Black,"Tactile switches, per-key RGB lighting, and programmable macros for competitive gaming. Best seller in category.",Electronics,785.33,4.1,"Mechanical Gaming Keyboard RGB Ultra - Black. Tactile switches, per-key RGB lighting, and programmable macros for competitive gaming. Best seller in category.. Category: Electronics"
681,Stainless Steel Cookware Set 10-Piece,Non-stick pots and pans with even heat distribution for everyday cooking.,Home & Kitchen,160.01,4.4,Stainless Steel Cookware Set 10-Piece. Non-stick pots and pans with even heat distribution for everyday cooking.. Category: Home & Kitchen
682,Ceramic Nonstick Frying Pan Ultra - Red,Induction-compatible skillet with PFOA-free coating for healthy cooking. Eco-friendly packaging.,Home & Kitchen,29.88,3.9,Ceramic Nonstick Frying Pan Ultra - Red. Induction-compatible skillet with PFOA-free coating for healthy cooking. Eco-friendly packaging.. Category: Home & Kitchen
683,Hiking Backpack 40L Deluxe,Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes.,Sports & Outdoors,396.55,5.0,Hiking Backpack 40L Deluxe. Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes.. Category: Sports & Outdoors
684,Productivity Planner 2026 Classic,"Undated daily planner with goal tracking, habit pages, and monthly reviews.",Books & Stationery,7.58,3.8,"Productivity Planner 2026 Classic. Undated daily planner with goal tracking, habit pages, and monthly reviews.. Category: Books & Stationery"
685,Colored Pencil Art Set 48 Colors Pro,Professional grade pencils with blending tools for drawing and sketching. Eco-friendly packaging.,Books & Stationery,17.77,4.1,Colored Pencil Art Set 48 Colors Pro. Professional grade pencils with blending tools for drawing and sketching. Eco-friendly packaging.. Category: Books & Stationery
686,Family Board Game Strategy Lite,"Award-winning tabletop game for 2-4 players, 45-minute play time.",Toys & Games,13.11,4.5,"Family Board Game Strategy Lite. Award-winning tabletop game for 2-4 players, 45-minute play time.. Category: Toys & Games"
687,Cycling Helmet Adult Pro,Ventilated road bike helmet with adjustable fit system and MIPS protection.,Sports & Outdoors,337.4,4.4,Cycling Helmet Adult Pro. Ventilated road bike helmet with adjustable fit system and MIPS protection.. Category: Sports & Outdoors
688,Productivity Planner 2026 Classic,"Undated daily planner with goal tracking, habit pages, and monthly reviews. Free shipping eligible.",Books & Stationery,38.55,4.4,"Productivity Planner 2026 Classic. Undated daily planner with goal tracking, habit pages, and monthly reviews. Free shipping eligible.. Category: Books & Stationery"
689,Outdoor Bubble Machine Ultra,Battery-powered bubble blower for birthday parties and backyard fun. Limited time offer.,Toys & Games,46.91,3.9,Outdoor Bubble Machine Ultra. Battery-powered bubble blower for birthday parties and backyard fun. Limited time offer.. Category: Toys & Games
690,Robot Vacuum Cleaner Classic,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,205.83,4.1,"Robot Vacuum Cleaner Classic. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.. Category: Home & Kitchen"
691,Hiking Backpack 40L Lite - Gray,Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes.,Sports & Outdoors,188.66,4.7,Hiking Backpack 40L Lite - Gray. Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes.. Category: Sports & Outdoors
692,Cotton Crew Neck T-Shirt Pack Pro - Gray,"Breathable everyday tees in assorted colors, machine washable and durable.",Clothing,241.59,4.6,"Cotton Crew Neck T-Shirt Pack Pro - Gray. Breathable everyday tees in assorted colors, machine washable and durable.. Category: Clothing"
693,Blue Light Blocking Glasses Lite - Navy,Computer glasses reducing eye strain during long screen sessions. Best seller in category.,Health & Wellness,47.41,4.4,Blue Light Blocking Glasses Lite - Navy. Computer glasses reducing eye strain during long screen sessions. Best seller in category.. Category: Health & Wellness
694,Art and Craft Supply Box Classic - Black,"Glitter, glue, scissors, and paper assortment for creative kids projects.",Toys & Games,76.54,4.9,"Art and Craft Supply Box Classic - Black. Glitter, glue, scissors, and paper assortment for creative kids projects.. Category: Toys & Games"
695,Men's Winter Puffer Jacket Ultra - Red,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking.",Clothing,217.55,4.7,"Men's Winter Puffer Jacket Ultra - Red. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking.. Category: Clothing"
696,Yoga Block and Strap Set Plus,Cork blocks and cotton strap to improve flexibility and alignment in poses. Highly rated by customers.,Health & Wellness,167.21,4.6,Yoga Block and Strap Set Plus. Cork blocks and cotton strap to improve flexibility and alignment in poses. Highly rated by customers.. Category: Health & Wellness
697,Programmable Coffee Maker Lite - Black,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off.",Home & Kitchen,296.75,3.4,"Programmable Coffee Maker Lite - Black. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off.. Category: Home & Kitchen"
698,Men's Winter Puffer Jacket Ultra,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Highly rated by customers.",Clothing,42.08,4.4,"Men's Winter Puffer Jacket Ultra. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Highly rated by customers.. Category: Clothing"
699,Massage Gun Percussion Deluxe,Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Free shipping eligible.,Health & Wellness,114.04,4.3,Massage Gun Percussion Deluxe. Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Free shipping eligible.. Category: Health & Wellness
700,Women's Fleece Lined Leggings Ultra - Gray,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,225.04,4.9,Women's Fleece Lined Leggings Ultra - Gray. Thermal leggings with soft fleece interior for cozy winter layering and yoga.. Category: Clothing
701,Resistance Bands Set Classic,Five latex bands with handles and door anchor for full-body home workouts. Eco-friendly packaging.,Sports & Outdoors,287.13,2.8,Resistance Bands Set Classic. Five latex bands with handles and door anchor for full-body home workouts. Eco-friendly packaging.. Category: Sports & Outdoors
702,Blue Light Blocking Glasses Ultra,Computer glasses reducing eye strain during long screen sessions.,Health & Wellness,97.35,4.1,Blue Light Blocking Glasses Ultra. Computer glasses reducing eye strain during long screen sessions.. Category: Health & Wellness
703,Essential Oil Diffuser Ultrasonic Pro - Gray,Aromatherapy humidifier with LED mood lighting and timer settings. Limited time offer.,Health & Wellness,79.62,4.2,Essential Oil Diffuser Ultrasonic Pro - Gray. Aromatherapy humidifier with LED mood lighting and timer settings. Limited time offer.. Category: Health & Wellness
704,Art and Craft Supply Box Essential - White,"Glitter, glue, scissors, and paper assortment for creative kids projects.",Toys & Games,16.19,3.7,"Art and Craft Supply Box Essential - White. Glitter, glue, scissors, and paper assortment for creative kids projects.. Category: Toys & Games"
705,Remote Control Car Off-Road Classic,Rechargeable RC truck with shock absorbers for indoor and outdoor play.,Toys & Games,63.81,3.7,Remote Control Car Off-Road Classic. Rechargeable RC truck with shock absorbers for indoor and outdoor play.. Category: Toys & Games
706,Sun Protection UV Shirt Ultra,"Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Limited time offer.",Clothing,232.57,4.9,"Sun Protection UV Shirt Ultra. Long sleeve UPF 50+ shirt for beach, fishing, and outdoor activities. Limited time offer.. Category: Clothing"
707,Camping Tent 4-Person - White,"Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Free shipping eligible.",Sports & Outdoors,33.33,4.4,"Camping Tent 4-Person - White. Waterproof dome tent with easy setup, ventilation windows, and rainfly for family trips. Free shipping eligible.. Category: Sports & Outdoors"
708,Argan Oil Hair Treatment Deluxe,Nourishing leave-in oil to repair dry damaged hair and reduce frizz. Free shipping eligible.,Beauty & Personal Care,24.67,5.0,Argan Oil Hair Treatment Deluxe. Nourishing leave-in oil to repair dry damaged hair and reduce frizz. Free shipping eligible.. Category: Beauty & Personal Care
709,Glass Food Storage Containers Plus,"BPA-free meal prep containers with snap-lock lids, microwave safe. Limited time offer.",Home & Kitchen,90.39,4.1,"Glass Food Storage Containers Plus. BPA-free meal prep containers with snap-lock lids, microwave safe. Limited time offer.. Category: Home & Kitchen"
710,Insulated Water Bottle 32oz Ultra,"Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours.",Sports & Outdoors,374.81,3.5,"Insulated Water Bottle 32oz Ultra. Double-wall stainless bottle keeps drinks cold 24 hours, hot 12 hours.. Category: Sports & Outdoors"
711,Air Fryer 5 Quart Ultra - Gray,"Digital air fryer for crispy meals with less oil, includes recipe booklet. Free shipping eligible.",Home & Kitchen,96.24,4.0,"Air Fryer 5 Quart Ultra - Gray. Digital air fryer for crispy meals with less oil, includes recipe booklet. Free shipping eligible.. Category: Home & Kitchen"
712,Educational Science Experiment Kit Plus,Safe chemistry and physics experiments with illustrated guide for young scientists. Best seller in category.,Toys & Games,20.6,4.0,Educational Science Experiment Kit Plus. Safe chemistry and physics experiments with illustrated guide for young scientists. Best seller in category.. Category: Toys & Games
713,Thermal Base Layer Top,"Moisture-wicking base layer for skiing, snowboarding, and winter sports. Highly rated by customers.",Clothing,58.24,4.5,"Thermal Base Layer Top. Moisture-wicking base layer for skiing, snowboarding, and winter sports. Highly rated by customers.. Category: Clothing"
714,Noise Cancelling Earbuds Lite,True wireless earbuds with transparency mode and sweat resistance for workouts.,Electronics,821.6,4.5,Noise Cancelling Earbuds Lite. True wireless earbuds with transparency mode and sweat resistance for workouts.. Category: Electronics
715,Makeup Brush Set 12-Piece Lite,"Synthetic bristle brushes for foundation, blush, and eye makeup application. Eco-friendly packaging.",Beauty & Personal Care,58.71,4.5,"Makeup Brush Set 12-Piece Lite. Synthetic bristle brushes for foundation, blush, and eye makeup application. Eco-friendly packaging.. Category: Beauty & Personal Care"
716,Productivity Planner 2026 Pro - Black,"Undated daily planner with goal tracking, habit pages, and monthly reviews.",Books & Stationery,37.22,5.0,"Productivity Planner 2026 Pro - Black. Undated daily planner with goal tracking, habit pages, and monthly reviews.. Category: Books & Stationery"
717,Massage Gun Percussion Classic,Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Eco-friendly packaging.,Health & Wellness,173.59,4.8,Massage Gun Percussion Classic. Cordless deep tissue massager with adjustable speeds for muscle soreness relief. Eco-friendly packaging.. Category: Health & Wellness
718,Foam Roller Muscle Recovery Essential,High-density roller for myofascial release after workouts and physical therapy. Limited time offer.,Health & Wellness,77.06,3.8,Foam Roller Muscle Recovery Essential. High-density roller for myofascial release after workouts and physical therapy. Limited time offer.. Category: Health & Wellness
719,Women's Fleece Lined Leggings Deluxe,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,65.55,4.7,Women's Fleece Lined Leggings Deluxe. Thermal leggings with soft fleece interior for cozy winter layering and yoga.. Category: Clothing
720,Yoga Block and Strap Set Lite - Red,Cork blocks and cotton strap to improve flexibility and alignment in poses.,Health & Wellness,188.84,4.2,Yoga Block and Strap Set Lite - Red. Cork blocks and cotton strap to improve flexibility and alignment in poses.. Category: Health & Wellness
721,Bamboo Cutting Board Set Deluxe - Gray,Eco-friendly boards in three sizes with juice grooves for meal prep.,Home & Kitchen,273.13,4.1,Bamboo Cutting Board Set Deluxe - Gray. Eco-friendly boards in three sizes with juice grooves for meal prep.. Category: Home & Kitchen
722,4K Smart LED TV 55 inch Classic - Red,"Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment.",Electronics,176.6,4.9,"4K Smart LED TV 55 inch Classic - Red. Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment.. Category: Electronics"
723,4K Smart LED TV 55 inch Lite,"Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment. Limited time offer.",Electronics,592.42,3.7,"4K Smart LED TV 55 inch Lite. Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment. Limited time offer.. Category: Electronics"
724,Resistance Bands Set Ultra - White,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,184.77,4.7,Resistance Bands Set Ultra - White. Five latex bands with handles and door anchor for full-body home workouts.. Category: Sports & Outdoors
725,Air Fryer 5 Quart Classic,"Digital air fryer for crispy meals with less oil, includes recipe booklet.",Home & Kitchen,256.95,4.6,"Air Fryer 5 Quart Classic. Digital air fryer for crispy meals with less oil, includes recipe booklet.. Category: Home & Kitchen"
726,Fitness Tracker Watch Ultra,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.",Health & Wellness,187.16,3.7,"Fitness Tracker Watch Ultra. Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.. Category: Health & Wellness"
727,Beard Grooming Kit Deluxe,"Trimming oil, balm, and comb set for beard care and styling.",Beauty & Personal Care,16.69,3.4,"Beard Grooming Kit Deluxe. Trimming oil, balm, and comb set for beard care and styling.. Category: Beauty & Personal Care"
728,Tablet Stand Adjustable Essential - Red,"Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.",Electronics,474.28,4.2,"Tablet Stand Adjustable Essential - Red. Aluminum foldable stand for tablets and e-readers, ideal for desk and kitchen use.. Category: Electronics"
729,Resistance Bands Set Deluxe - Red,Five latex bands with handles and door anchor for full-body home workouts.,Sports & Outdoors,185.5,2.7,Resistance Bands Set Deluxe - Red. Five latex bands with handles and door anchor for full-body home workouts.. Category: Sports & Outdoors
730,Merino Wool Hiking Socks Lite - Gray,Cushioned wool socks that regulate temperature on long trail hikes.,Clothing,127.25,4.8,Merino Wool Hiking Socks Lite - Gray. Cushioned wool socks that regulate temperature on long trail hikes.. Category: Clothing
731,Vitamin C Face Serum Plus - Red,Brightening antioxidant serum to reduce dark spots and improve skin radiance.,Beauty & Personal Care,42.16,4.4,Vitamin C Face Serum Plus - Red. Brightening antioxidant serum to reduce dark spots and improve skin radiance.. Category: Beauty & Personal Care
